"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","amy.wav","0",20,0.183064067996699,0.046934254639021,0.183642908567315,0.156126709863211,0.212469402447804,0.0563426925845932,1.52055530759866,5.0251636471122,0.921459684783193,0.412055618458387,0.160561555075594,0.183064067996699,0,0.154861111039956,0.0432777232580962,0.275625,0.990816380033557,0,7.170556640625,7.170556640625,0.102382958498066
