"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","brian.wav","0",20,0.18121494466021,0.0594549559751539,0.17677793904209,0.140711175616836,0.229811320754717,0.089100145137881,1.54738474553921,6.04200379080911,0.945978738424395,0.544657950383401,0.277866473149492,0.18121494466021,0,0.137074392631425,0.0432777232580962,0.279113924050633,1.0368963885161,0,4.155908203125,4.155908203125,0.130956009346744
